entity_reference_id,entity_type,entity_id,reference_id,supported_topics,source_locator,notes
ER-CARD-097,disease,DIS-CARD-096,REF-CARD-002,shock,Relevant disease-management section or guideline perspective.,Source checked; clinician review pending.
ER-CARD-098,disease,DIS-CARD-097,REF-CARD-002,shock,Relevant disease-management section or guideline perspective.,Source checked; clinician review pending.
ER-CARD-099,disease,DIS-CARD-098,REF-CARD-002,shock,Relevant disease-management section or guideline perspective.,Source checked; clinician review pending.
ER-CARD-100,disease,DIS-CARD-099,REF-CARD-002,shock,Relevant disease-management section or guideline perspective.,Source checked; clinician review pending.
ER-CARD-101,disease,DIS-CARD-100,REF-CARD-002,shock,Relevant disease-management section or guideline perspective.,Source checked; clinician review pending.
ER-NEUR-001,disease,DIS-NEUR-001,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-002,disease,DIS-N-0061,REF-NEUR-002,seizure,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-003,disease,DIS-N-0063,REF-NEUR-003,infection,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-004,disease,DIS-N-0069,REF-NEUR-005,cognitive,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-005,disease,DIS-N-0058,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-006,disease,DIS-NEUR-006,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-007,disease,DIS-NEUR-007,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-008,disease,DIS-NEUR-008,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-009,disease,DIS-NEUR-009,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-010,disease,DIS-NEUR-010,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-011,disease,DIS-NEUR-011,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-012,disease,DIS-N-0059,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-013,disease,DIS-N-0060,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-014,disease,DIS-NEUR-014,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-015,disease,DIS-NEUR-015,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-016,disease,DIS-NEUR-016,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-017,disease,DIS-NEUR-017,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-018,disease,DIS-NEUR-018,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-019,disease,DIS-NEUR-019,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-020,disease,DIS-NEUR-020,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-021,disease,DIS-NEUR-021,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-022,disease,DIS-NEUR-022,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-023,disease,DIS-NEUR-023,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-024,disease,DIS-NEUR-024,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-025,disease,DIS-NEUR-025,REF-NEUR-005,cognitive,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-026,disease,DIS-NEUR-026,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-027,disease,DIS-NEUR-027,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-028,disease,DIS-NEUR-028,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-029,disease,DIS-NEUR-029,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-030,disease,DIS-NEUR-030,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-031,disease,DIS-NEUR-031,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-032,disease,DIS-NEUR-032,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-033,disease,DIS-NEUR-033,REF-NEUR-001,stroke,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-034,disease,DIS-NEUR-034,REF-NEUR-002,seizure,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-035,disease,DIS-NEUR-035,REF-NEUR-002,seizure,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-036,disease,DIS-NEUR-036,REF-NEUR-002,seizure,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-037,disease,DIS-NEUR-037,REF-NEUR-002,seizure,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-038,disease,DIS-NEUR-038,REF-NEUR-002,seizure,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-039,disease,DIS-NEUR-039,REF-NEUR-002,seizure,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-040,disease,DIS-NEUR-040,REF-NEUR-002,seizure,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-041,disease,DIS-NEUR-041,REF-NEUR-002,seizure,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-042,disease,DIS-NEUR-042,REF-NEUR-002,seizure,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-043,disease,DIS-P-0113,REF-NEUR-002,seizure,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-044,disease,DIS-N-0062,REF-NEUR-002,seizure,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-045,disease,DIS-NEUR-045,REF-NEUR-002,seizure,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-046,disease,DIS-NEUR-046,REF-NEUR-002,seizure,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-047,disease,DIS-NEUR-047,REF-NEUR-002,seizure,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-048,disease,DIS-NEUR-048,REF-NEUR-002,seizure,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-049,disease,DIS-NEUR-049,REF-NEUR-002,seizure,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-050,disease,DIS-NEUR-050,REF-NEUR-002,seizure,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-051,disease,DIS-NEUR-051,REF-NEUR-002,seizure,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-052,disease,DIS-NEUR-052,REF-NEUR-002,seizure,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-053,disease,DIS-NEUR-053,REF-NEUR-005,headache,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-054,disease,DIS-NEUR-054,REF-NEUR-005,headache,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-055,disease,DIS-NEUR-055,REF-NEUR-005,headache,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-056,disease,DIS-NEUR-056,REF-NEUR-005,headache,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-057,disease,DIS-NEUR-057,REF-NEUR-005,headache,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-058,disease,DIS-NEUR-058,REF-NEUR-005,headache,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-059,disease,DIS-NEUR-059,REF-NEUR-005,headache,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-060,disease,DIS-R-0096,REF-NEUR-005,headache,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-061,disease,DIS-NEUR-061,REF-NEUR-005,headache,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-062,disease,DIS-NEUR-062,REF-NEUR-003,infection,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-063,disease,DIS-NEUR-063,REF-NEUR-003,infection,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-064,disease,DIS-NEUR-064,REF-NEUR-003,infection,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-065,disease,DIS-NEUR-065,REF-NEUR-003,infection,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-066,disease,DIS-N-0064,REF-NEUR-003,infection,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-067,disease,DIS-NEUR-067,REF-NEUR-003,infection,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-068,disease,DIS-NEUR-068,REF-NEUR-003,infection,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-069,disease,DIS-NEUR-069,REF-NEUR-003,infection,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-070,disease,DIS-NEUR-070,REF-NEUR-003,infection,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-071,disease,DIS-NEUR-071,REF-NEUR-003,infection,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-072,disease,DIS-N-0065,REF-NEUR-004,demyelinating,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-073,disease,DIS-NEUR-073,REF-NEUR-004,demyelinating,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-074,disease,DIS-NEUR-074,REF-NEUR-004,demyelinating,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-075,disease,DIS-NEUR-075,REF-NEUR-004,demyelinating,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-076,disease,DIS-NEUR-076,REF-NEUR-004,demyelinating,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-077,disease,DIS-NEUR-077,REF-NEUR-004,demyelinating,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-078,disease,DIS-NEUR-078,REF-NEUR-004,demyelinating,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-079,disease,DIS-N-0068,REF-NEUR-005,neuromuscular,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-080,disease,DIS-NEUR-080,REF-NEUR-005,neuromuscular,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-081,disease,DIS-NEUR-081,REF-NEUR-004,demyelinating,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-082,disease,DIS-NEUR-082,REF-NEUR-004,demyelinating,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-083,disease,DIS-N-0066,REF-NEUR-005,movement,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-084,disease,DIS-NEUR-084,REF-NEUR-005,movement,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-085,disease,DIS-NEUR-085,REF-NEUR-005,movement,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-086,disease,DIS-NEUR-086,REF-NEUR-005,movement,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-087,disease,DIS-NEUR-087,REF-NEUR-005,movement,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-088,disease,DIS-NEUR-088,REF-NEUR-005,movement,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-089,disease,DIS-NEUR-089,REF-NEUR-005,movement,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-090,disease,DIS-NEUR-090,REF-NEUR-005,movement,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-091,disease,DIS-NEUR-091,REF-NEUR-005,movement,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-092,disease,DIS-NEUR-092,REF-NEUR-005,movement,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-093,disease,DIS-NEUR-093,REF-NEUR-005,movement,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-094,disease,DIS-NEUR-094,REF-NEUR-005,movement,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-095,disease,DIS-NEUR-095,REF-NEUR-005,movement,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
ER-NEUR-096,disease,DIS-NEUR-096,REF-NEUR-005,cognitive,"Relevant overview, diagnostic, or practice-guideline section.",Source checked; clinician review pending.
